id,category,duration,Type d'objectif,goal,status,original_start_date,original_end_date_raw,start_date,original_end_date,end_date
289848,film-and-video,60.0,amount,8000.0,failed,2023-07-19T16:47:49,2023-09-17T21:59:59,2023-07-19 16:47:49+00:00,2023-09-17 21:59:59+00:00,2023-09-17 21:59:59+00:00
286685,book-and-publishing,60.0,amount,1500.0,successful,2023-08-16T19:45:06,2023-10-15T21:59:59,2023-08-16 19:45:06+00:00,2023-10-15 21:59:59+00:00,2023-10-15 21:59:59+00:00
286733,music,60.0,amount,2000.0,successful,2023-08-25T11:26:04,2023-10-24T21:59:59,2023-08-25 11:26:04+00:00,2023-10-24 21:59:59+00:00,2023-10-24 21:59:59+00:00
286782,book-and-publishing,36.0,amount,5000.0,successful,2023-07-10T16:16:52,2023-08-15T21:59:59,2023-07-10 16:16:52+00:00,2023-08-15 21:59:59+00:00,2023-08-15 21:59:59+00:00
286802,music,35.0,amount,8340.0,failed,2023-07-21T09:12:53,2023-08-25T21:59:59,2023-07-21 09:12:53+00:00,2023-08-25 21:59:59+00:00,2023-08-25 21:59:59+00:00
287474,art,60.0,amount,2500.0,failed,2023-07-11T10:53:31,2023-09-09T21:59:59,2023-07-11 10:53:31+00:00,2023-09-09 21:59:59+00:00,2023-09-09 21:59:59+00:00
289895,adventure-and-sport,60.0,amount,700.0,successful,2023-07-19T07:16:48,2023-09-17T21:59:59,2023-07-19 07:16:48+00:00,2023-09-17 21:59:59+00:00,2023-09-17 21:59:59+00:00
289953,art,21.0,amount,700.0,successful,2023-07-17T09:07:30,2023-08-07T21:59:59,2023-07-17 09:07:30+00:00,2023-08-07 21:59:59+00:00,2023-08-07 21:59:59+00:00
289972,film-and-video,60.0,amount,2500.0,successful,2023-07-21T14:24:59,2023-09-19T21:59:59,2023-07-21 14:24:59+00:00,2023-09-19 21:59:59+00:00,2023-09-19 21:59:59+00:00
289974,film-and-video,30.0,amount,2000.0,successful,2023-08-16T13:43:46,2023-09-15T21:59:59,2023-08-16 13:43:46+00:00,2023-09-15 21:59:59+00:00,2023-09-15 21:59:59+00:00
289976,craft,30.0,amount,500.0,successful,2023-07-20T12:59:05,2023-08-19T21:59:59,2023-07-20 12:59:05+00:00,2023-08-19 21:59:59+00:00,2023-08-19 21:59:59+00:00
290113,cityzenship-and-solidarity,60.0,amount,15000.0,failed,2023-07-19T09:28:39,2023-09-17T21:59:59,2023-07-19 09:28:39+00:00,2023-09-17 21:59:59+00:00,2023-09-17 21:59:59+00:00
290170,art,12.0,amount,1000.0,failed,2023-07-19T12:33:53,2023-07-31T21:59:59,2023-07-19 12:33:53+00:00,2023-07-31 21:59:59+00:00,2023-07-31 21:59:59+00:00
290174,cityzenship-and-solidarity,30.0,amount,3000.0,failed,2023-07-25T17:00:16,2023-08-24T21:59:59,2023-07-25 17:00:16+00:00,2023-08-24 21:59:59+00:00,2023-08-24 21:59:59+00:00
290187,music,60.0,amount,9950.0,failed,2023-07-21T14:42:42,2023-09-19T21:59:59,2023-07-21 14:42:42+00:00,2023-09-19 21:59:59+00:00,2023-09-19 21:59:59+00:00
290233,food-and-agriculture,45.0,amount,2000.0,successful,2023-07-24T22:56:19,2023-09-08T21:59:59,2023-07-24 22:56:19+00:00,2023-09-08 21:59:59+00:00,2023-09-08 21:59:59+00:00
290279,book-and-publishing,50.0,amount,1500.0,successful,2023-08-06T10:48:27,2023-09-25T21:59:59,2023-08-06 10:48:27+00:00,2023-09-25 21:59:59+00:00,2023-09-25 21:59:59+00:00
290322,web-and-tech,37.0,amount,5000.0,failed,2023-07-21T15:20:40,2023-08-27T21:59:59,2023-07-21 15:20:40+00:00,2023-08-27 21:59:59+00:00,2023-08-27 21:59:59+00:00
290335,film-and-video,42.0,amount,1500.0,failed,2023-07-21T09:42:06,2023-09-01T21:59:59,2023-07-21 09:42:06+00:00,2023-09-01 21:59:59+00:00,2023-09-01 21:59:59+00:00
290587,adventure-and-sport,60.0,amount,10000.0,successful,2023-08-23T13:54:30,2023-10-22T21:59:59,2023-08-23 13:54:30+00:00,2023-10-22 21:59:59+00:00,2023-10-22 21:59:59+00:00
290613,music,31.0,amount,700.0,failed,2023-07-28T08:20:02,2023-08-28T21:59:59,2023-07-28 08:20:02+00:00,2023-08-28 21:59:59+00:00,2023-08-28 21:59:59+00:00
290681,food-and-agriculture,45.0,amount,4000.0,failed,2023-07-31T13:34:39,2023-09-14T21:59:59,2023-07-31 13:34:39+00:00,2023-09-14 21:59:59+00:00,2023-09-14 21:59:59+00:00
290703,craft,35.0,amount,3000.0,successful,2023-08-17T15:56:45,2023-09-21T21:59:59,2023-08-17 15:56:45+00:00,2023-09-21 21:59:59+00:00,2023-09-21 21:59:59+00:00
290749,adventure-and-sport,60.0,amount,3370.0,failed,2023-07-31T12:27:26,2023-09-29T21:59:59,2023-07-31 12:27:26+00:00,2023-09-29 21:59:59+00:00,2023-09-29 21:59:59+00:00
290912,music,30.0,amount,2000.0,successful,2023-08-05T14:36:20,2023-09-04T21:59:59,2023-08-05 14:36:20+00:00,2023-09-04 21:59:59+00:00,2023-09-04 21:59:59+00:00
290934,well-being-and-health,20.0,amount,5000.0,failed,2023-08-11T10:54:13,2023-08-31T21:59:59,2023-08-11 10:54:13+00:00,2023-08-31 21:59:59+00:00,2023-08-31 21:59:59+00:00
291076,adventure-and-sport,35.0,amount,7000.0,successful,2023-08-07T16:31:04,2023-09-11T21:59:59,2023-08-07 16:31:04+00:00,2023-09-11 21:59:59+00:00,2023-09-11 21:59:59+00:00
291193,design-and-innovation,35.0,amount,6000.0,failed,2023-08-11T12:23:37,2023-09-15T21:59:59,2023-08-11 12:23:37+00:00,2023-09-15 21:59:59+00:00,2023-09-15 21:59:59+00:00
291217,food-and-agriculture,0.0,amount,10000.0,failed,2023-08-07T07:49:31,2023-08-07T21:59:59,2023-08-07 07:49:31+00:00,2023-08-07 21:59:59+00:00,2023-08-07 21:59:59+00:00
291219,food-and-agriculture,0.0,amount,10000.0,failed,2023-08-07T08:17:32,2023-08-07T21:59:59,2023-08-07 08:17:32+00:00,2023-08-07 21:59:59+00:00,2023-08-07 21:59:59+00:00
291269,film-and-video,40.0,amount,5500.0,successful,2023-08-10T07:19:10,2023-09-19T21:59:59,2023-08-10 07:19:10+00:00,2023-09-19 21:59:59+00:00,2023-09-19 21:59:59+00:00
291275,craft,60.0,amount,7000.0,failed,2023-08-10T18:59:31,2023-10-09T21:59:59,2023-08-10 18:59:31+00:00,2023-10-09 21:59:59+00:00,2023-10-09 21:59:59+00:00
291287,art,56.0,amount,6500.0,failed,2023-08-19T09:25:17,2023-10-14T21:59:59,2023-08-19 09:25:17+00:00,2023-10-14 21:59:59+00:00,2023-10-14 21:59:59+00:00
291306,food-and-agriculture,0.0,amount,10000.0,failed,2023-08-08T14:20:30,2023-08-08T21:59:59,2023-08-08 14:20:30+00:00,2023-08-08 21:59:59+00:00,2023-08-08 21:59:59+00:00
291357,web-and-tech,51.0,amount,2000.0,successful,2023-08-10T04:48:09,2023-09-30T21:59:59,2023-08-10 04:48:09+00:00,2023-09-30 21:59:59+00:00,2023-09-30 21:59:59+00:00
291396,film-and-video,35.0,amount,250.0,successful,2023-08-12T08:50:46,2023-09-16T21:59:59,2023-08-12 08:50:46+00:00,2023-09-16 21:59:59+00:00,2023-09-16 21:59:59+00:00
291507,cityzenship-and-solidarity,60.0,amount,250.0,failed,2023-08-15T09:54:56,2023-10-14T21:59:59,2023-08-15 09:54:56+00:00,2023-10-14 21:59:59+00:00,2023-10-14 21:59:59+00:00
291512,craft,45.0,amount,3000.0,successful,2023-08-14T17:28:22,2023-09-28T21:59:59,2023-08-14 17:28:22+00:00,2023-09-28 21:59:59+00:00,2023-09-28 21:59:59+00:00
291526,film-and-video,35.0,amount,2700.0,successful,2023-08-16T08:06:19,2023-09-20T21:59:59,2023-08-16 08:06:19+00:00,2023-09-20 21:59:59+00:00,2023-09-20 21:59:59+00:00
291533,book-and-publishing,104.0,amount,3000.0,successful,2023-08-14T16:54:03,2023-11-26T22:59:59,2023-08-14 16:54:03+00:00,2023-11-26 22:59:59+00:00,2023-11-26 22:59:59+00:00
291587,cityzenship-and-solidarity,45.0,amount,3000.0,successful,2023-08-21T08:25:06,2023-10-05T21:59:59,2023-08-21 08:25:06+00:00,2023-10-05 21:59:59+00:00,2023-10-05 21:59:59+00:00
291648,food-and-agriculture,45.0,amount,25000.0,failed,2023-08-23T16:55:33,2023-10-07T21:59:59,2023-08-23 16:55:33+00:00,2023-10-07 21:59:59+00:00,2023-10-07 21:59:59+00:00
291674,film-and-video,50.0,amount,2000.0,successful,2023-08-24T14:35:15,2023-10-13T21:59:59,2023-08-24 14:35:15+00:00,2023-10-13 21:59:59+00:00,2023-10-13 21:59:59+00:00
291706,music,60.0,amount,3000.0,failed,2023-08-18T16:23:31,2023-10-17T21:59:59,2023-08-18 16:23:31+00:00,2023-10-17 21:59:59+00:00,2023-10-17 21:59:59+00:00
291741,film-and-video,39.0,amount,500.0,successful,2023-08-23T15:45:39,2023-10-01T21:59:59,2023-08-23 15:45:39+00:00,2023-10-01 21:59:59+00:00,2023-10-01 21:59:59+00:00
291865,food-and-agriculture,0.0,amount,10000.0,failed,2023-08-21T07:53:15,2023-08-21T21:59:59,2023-08-21 07:53:15+00:00,2023-08-21 21:59:59+00:00,2023-08-21 21:59:59+00:00
291866,food-and-agriculture,0.0,amount,10000.0,failed,2023-08-21T07:53:52,2023-08-21T21:59:59,2023-08-21 07:53:52+00:00,2023-08-21 21:59:59+00:00,2023-08-21 21:59:59+00:00
291893,food-and-agriculture,0.0,amount,10000.0,failed,2023-08-21T13:41:24,2023-08-21T21:59:59,2023-08-21 13:41:24+00:00,2023-08-21 21:59:59+00:00,2023-08-21 21:59:59+00:00
291897,art,35.0,amount,500.0,failed,2023-08-23T13:01:25,2023-09-27T21:59:59,2023-08-23 13:01:25+00:00,2023-09-27 21:59:59+00:00,2023-09-27 21:59:59+00:00
287514,film-and-video,60.0,amount,4500.0,failed,2023-07-11T17:43:14,2023-09-09T21:59:59,2023-07-11 17:43:14+00:00,2023-09-09 21:59:59+00:00,2023-09-09 21:59:59+00:00
288097,food-and-agriculture,35.0,amount,7000.0,successful,2023-08-03T17:57:38,2023-09-07T21:59:59,2023-08-03 17:57:38+00:00,2023-09-07 21:59:59+00:00,2023-09-07 21:59:59+00:00
288206,craft,35.0,amount,6000.0,successful,2023-07-20T09:40:38,2023-08-24T21:59:59,2023-07-20 09:40:38+00:00,2023-08-24 21:59:59+00:00,2023-08-24 21:59:59+00:00
288239,cityzenship-and-solidarity,60.0,amount,2000.0,successful,2023-07-05T15:26:37,2023-09-03T21:59:59,2023-07-05 15:26:37+00:00,2023-09-03 21:59:59+00:00,2023-09-03 21:59:59+00:00
288283,music,36.0,amount,6000.0,successful,2023-08-22T07:44:08,2023-09-27T21:59:59,2023-08-22 07:44:08+00:00,2023-09-27 21:59:59+00:00,2023-09-27 21:59:59+00:00
288368,food-and-agriculture,50.0,amount,4000.0,successful,2023-07-18T07:52:51,2023-09-06T21:59:59,2023-07-18 07:52:51+00:00,2023-09-06 21:59:59+00:00,2023-09-06 21:59:59+00:00
288385,film-and-video,60.0,amount,800.0,failed,2023-08-24T16:26:47,2023-10-23T21:59:59,2023-08-24 16:26:47+00:00,2023-10-23 21:59:59+00:00,2023-10-23 21:59:59+00:00
288396,food-and-agriculture,40.0,amount,10000.0,failed,2023-07-22T11:07:49,2023-08-31T21:59:59,2023-07-22 11:07:49+00:00,2023-08-31 21:59:59+00:00,2023-08-31 21:59:59+00:00
288590,well-being-and-health,117.0,amount,10000.0,successful,2023-07-04T15:32:07,2023-10-29T22:59:59,2023-07-04 15:32:07+00:00,2023-10-29 22:59:59+00:00,2023-10-29 22:59:59+00:00
288621,design-and-innovation,30.0,amount,1000.0,successful,2023-07-04T07:35:32,2023-08-03T21:59:59,2023-07-04 07:35:32+00:00,2023-08-03 21:59:59+00:00,2023-08-03 21:59:59+00:00
288632,well-being-and-health,30.0,amount,4000.0,failed,2023-07-16T14:32:14,2023-08-15T21:59:59,2023-07-16 14:32:14+00:00,2023-08-15 21:59:59+00:00,2023-08-15 21:59:59+00:00
288708,craft,45.0,amount,11000.0,successful,2023-07-03T14:29:06,2023-08-17T21:59:59,2023-07-03 14:29:06+00:00,2023-08-17 21:59:59+00:00,2023-08-17 21:59:59+00:00
288741,journalism,80.0,amount,15000.0,failed,2023-07-25T14:50:35,2023-10-13T21:59:59,2023-07-25 14:50:35+00:00,2023-10-13 21:59:59+00:00,2023-10-13 21:59:59+00:00
288766,book-and-publishing,60.0,amount,6000.0,successful,2023-07-12T12:47:33,2023-09-10T21:59:59,2023-07-12 12:47:33+00:00,2023-09-10 21:59:59+00:00,2023-09-10 21:59:59+00:00
288769,craft,40.0,amount,500.0,successful,2023-07-09T17:47:14,2023-08-18T21:59:59,2023-07-09 17:47:14+00:00,2023-08-18 21:59:59+00:00,2023-08-18 21:59:59+00:00
288835,craft,25.0,amount,2000.0,failed,2023-07-07T19:36:49,2023-08-01T21:59:59,2023-07-07 19:36:49+00:00,2023-08-01 21:59:59+00:00,2023-08-01 21:59:59+00:00
288887,craft,45.0,amount,4500.0,failed,2023-08-08T15:32:16,2023-09-22T21:59:59,2023-08-08 15:32:16+00:00,2023-09-22 21:59:59+00:00,2023-09-22 21:59:59+00:00
288936,craft,49.0,amount,4000.0,successful,2023-07-20T21:00:32,2023-09-07T21:59:59,2023-07-20 21:00:32+00:00,2023-09-07 21:59:59+00:00,2023-09-07 21:59:59+00:00
288943,web-and-tech,25.0,amount,10000.0,failed,2023-07-18T09:19:54,2023-08-12T21:59:59,2023-07-18 09:19:54+00:00,2023-08-12 21:59:59+00:00,2023-08-12 21:59:59+00:00
288950,film-and-video,60.0,amount,1000.0,successful,2023-07-04T04:59:26,2023-09-02T21:59:59,2023-07-04 04:59:26+00:00,2023-09-02 21:59:59+00:00,2023-09-02 21:59:59+00:00
289040,craft,35.0,amount,5200.0,successful,2023-08-21T18:47:49,2023-09-25T21:59:59,2023-08-21 18:47:49+00:00,2023-09-25 21:59:59+00:00,2023-09-25 21:59:59+00:00
289064,well-being-and-health,35.0,amount,700.0,successful,2023-07-04T12:50:19,2023-08-08T21:59:59,2023-07-04 12:50:19+00:00,2023-08-08 21:59:59+00:00,2023-08-08 21:59:59+00:00
289162,music,42.0,amount,2800.0,successful,2023-07-31T23:41:49,2023-09-12T21:59:59,2023-07-31 23:41:49+00:00,2023-09-12 21:59:59+00:00,2023-09-12 21:59:59+00:00
289188,patrimony,120.0,amount,5000.0,successful,2023-07-14T08:10:48,2023-11-11T21:59:59,2023-07-14 08:10:48+00:00,2023-11-11 21:59:59+00:00,2023-11-11 21:59:59+00:00
289236,film-and-video,36.0,amount,2000.0,failed,2023-07-27T10:08:14,2023-09-01T21:59:59,2023-07-27 10:08:14+00:00,2023-09-01 21:59:59+00:00,2023-09-01 21:59:59+00:00
289238,cartoon,60.0,amount,10000.0,failed,2023-07-04T09:40:20,2023-09-02T21:59:59,2023-07-04 09:40:20+00:00,2023-09-02 21:59:59+00:00,2023-09-02 21:59:59+00:00
